,Unnamed: 0,acousticness,danceability,energy,instrumentalness,key,livenepathsss,loudness,mode,speechiness,tempo,time_signature,Unnamed: 0,title,artist,paths,emotion
114,114,0.00044800000000000005,0.449,0.737,0.0,3,0.10400000000000001,-3.236,1,0.0306,76.993,4,44,['Parachute'],['Train'],/home/dhanush/Music/MusicClassify/sadness/04  Train - Parachute.mp3,3
115,115,0.38799999999999996,0.307,0.433,9.08e-05,1,0.332,-10.057,1,0.028999999999999998,160.9,4,45,['Dream On'],['Aerosmith'],/home/dhanush/Music/MusicClassify/sadness/Aerosmith - Dream On.mp3,3
116,116,0.633,0.675,0.479,1.76e-05,0,0.08800000000000001,-9.87,0,0.0278,81.99799999999999,4,46,"[""You're Beautiful""]",['James Blunt'],/home/dhanush/Music/MusicClassify/sadness/You're Beautiful.mp3,3
117,117,0.326,0.606,0.441,0.0128,9,0.11599999999999999,-9.302999999999999,1,0.0272,66.443,3,47,['Edge Of Desire'],['John Mayer'],/home/dhanush/Music/MusicClassify/sadness/09 Edge Of Desire.mp3,3
118,118,0.0906,0.341,0.867,0.0,6,0.122,-3.8560000000000003,0,0.0402,162.25799999999998,3,48,['Crazy'],['Aerosmith'],/home/dhanush/Music/MusicClassify/sadness/Aerosmith - Crazy.mp3,3
119,119,0.0191,0.584,0.701,0.0,0,0.0676,-4.238,1,0.0247,95.685,4,49,['Home To You'],['Michael Learns To Rock'],/home/dhanush/Music/MusicClassify/sadness/06 Home To You.mp3,3
120,120,0.0266,0.526,0.672,0.013999999999999999,9,0.133,-7.89,1,0.028999999999999998,134.332,4,50,"['Friends, Lovers Or Nothing']",['John Mayer'],"/home/dhanush/Music/MusicClassify/sadness/11 Friends, Lovers Or Nothing.mp3",3
121,121,0.0152,0.728,0.62,0.0,3,0.22699999999999998,-3.735,1,0.0308,110.023,4,51,"[""Won't Go Home Without You""]",['Maroon 5'],/home/dhanush/Music/MusicClassify/sadness/Won't Go Home Without You.mp3,3
122,122,0.23600000000000002,0.65,0.43799999999999994,1.65e-06,3,0.0979,-10.357999999999999,0,0.027000000000000003,122.009,4,52,['Take Me To Your Heart'],['Michael Learns To Rock'],/home/dhanush/Music/MusicClassify/sadness/16 Take Me To Your Heart.mp3,3
123,123,0.14800000000000002,0.611,0.494,0.0,11,0.0958,-5.9879999999999995,1,0.0236,80.089,4,53,['Out Of The Blue'],['Michael Learns To Rock'],/home/dhanush/Music/MusicClassify/sadness/11 Out Of The Blue.mp3,3
124,124,0.34299999999999997,0.6509999999999999,0.6709999999999999,0.0,0,0.11900000000000001,-8.183,1,0.27,90.135,4,54,['Lighters'],['Bad Meets Evil'],/home/dhanush/Music/MusicClassify/sadness/Bad Meets Evil-Lighters Ft.Bruno Mars.mp3,3
125,125,0.731,0.764,0.326,0.0013,7,0.24,-9.883,1,0.0342,123.98,3,55,['Gravity'],['John Mayer'],/home/dhanush/Music/MusicClassify/sadness/04 - Gravity.mp3,3
126,126,9999.0,9999.0,9999.0,9999.0,9999,9999.0,9999.0,9999,9999.0,9999.0,9999,56,['Without U'],['David Guetta'],/home/dhanush/Music/MusicClassify/sadness/Without U (feat. Usher).mp3,3
127,127,0.16399999999999998,0.775,0.816,0.0,0,0.126,-5.534,1,0.0281,98.219,4,57,['As Long As You Love Me'],['Backstreet Boys'],/home/dhanush/Music/MusicClassify/sadness/As long as you love me.mp3,3
128,128,0.348,0.43700000000000006,0.57,1.1400000000000001e-05,8,0.129,-5.6339999999999995,1,0.0265,75.705,4,58,['Best Laid Plans'],['James Blunt'],/home/dhanush/Music/MusicClassify/sadness/Best Laid Plans.mp3,3
129,129,0.466,0.46,0.509,0.000434,10,0.122,-7.666,1,0.0263,77.613,4,59,['Same Mistake'],['James Blunt'],/home/dhanush/Music/MusicClassify/sadness/Same Mistake.mp3,3
130,130,0.0203,0.217,0.628,0.32,11,0.14300000000000002,-9.286,1,0.0306,77.785,4,60,['November Rain'],"[""Guns N' Roses""]",/home/dhanush/Music/MusicClassify/sadness/09.November Rain.mp3,3
131,131,0.00344,0.6579999999999999,0.6509999999999999,0.0,2,0.218,-5.482,1,0.0271,119.991,4,61,['Daylight'],['Maroon 5'],/home/dhanush/Music/MusicClassify/sadness/03 - Daylight (www.SongsLover.pk).mp3,3
132,132,0.0538,0.425,0.588,0.00144,2,0.0697,-6.721,1,0.0293,145.079,4,62,['In Repair'],['John Mayer'],/home/dhanush/Music/MusicClassify/sadness/11 - In Repair.mp3,3
133,133,0.0772,0.5489999999999999,0.518,1.31e-06,7,0.0958,-7.306,0,0.0259,135.056,4,63,['No Tears'],['James Blunt'],/home/dhanush/Music/MusicClassify/sadness/No Tears.mp3,3
134,134,0.958,0.496,0.23800000000000002,0.0109,1,0.0875,-11.026,1,0.0301,175.96,4,64,['The Heart Of Life'],['John Mayer'],/home/dhanush/Music/MusicClassify/sadness/05 - The Heart Of Life.mp3,3
135,135,0.302,0.54,0.643,0.000135,11,0.0881,-9.088,0,0.0485,159.929,4,65,['Assassin'],['John Mayer'],/home/dhanush/Music/MusicClassify/sadness/06 Assassin.mp3,3
136,136,0.0485,0.48,0.718,0.000343,7,0.102,-5.461,1,0.0603,163.987,4,66,['Up&Up'],['Coldplay'],/home/dhanush/Music/MusicClassify/sadness/11. Up&Up.mp3,3
137,137,0.557,0.608,0.35100000000000003,0.00892,0,0.201,-9.316,1,0.03,135.976,4,67,['Dreaming With A Broken Heart'],['John Mayer'],/home/dhanush/Music/MusicClassify/sadness/10 - Dreaming With A Broken Heart.mp3,3
138,138,0.727,0.56,0.442,1.7100000000000002e-05,5,0.11,-7.224,1,0.0243,146.44799999999998,4,68,['The Scientist'],['Coldplay'],/home/dhanush/Music/MusicClassify/sadness/The Scientist.mp3,3
139,139,0.0736,0.7440000000000001,0.51,0.0,2,0.063,-11.366,1,0.0248,92.939,4,69,['Sleeping Child'],['Michael Learns To Rock'],/home/dhanush/Music/MusicClassify/sadness/08 Sleeping Child.mp3,3
140,140,0.00116,0.607,0.804,0.0,9,0.159,-5.209,0,0.0296,139.983,4,70,['Buried Alive'],['Avenged Sevenfold'],/home/dhanush/Music/MusicClassify/sadness/Buried Alive.mp3,3
141,141,0.172,0.6659999999999999,0.713,0.032,2,0.177,-3.551,1,0.0384,94.71,4,71,['Clarity'],['John Mayer'],/home/dhanush/Music/MusicClassify/sadness/John Mayer - Heavier Things - 01 - Clarity.mp3,3
142,142,6.35e-06,0.282,0.97,0.358,7,0.385,-4.086,1,0.18,200.005,4,0,['Parallels'],['As I Lay Dying'],/home/dhanush/Music/MusicClassify/anger/Parallels.mp3,1
143,143,5.15e-05,0.259,0.9740000000000001,0.0106,0,0.305,-4.813,0,0.0994,118.524,4,1,['Lord Abortion'],['Cradle of Filth'],/home/dhanush/Music/MusicClassify/anger/Lord Abortion.mp3,1
144,144,0.000534,0.318,0.91,1.99e-06,0,0.297,-3.9619999999999997,1,0.0773,92.374,4,2,['The Danger In Starting A Fire'],['A Day To Remember'],/home/dhanush/Music/MusicClassify/anger/The Danger In Starting A Fire.mp3,1
145,145,0.00021400000000000002,0.363,0.99,0.000143,7,0.32,-3.202,1,0.0498,98.891,4,3,['Last To Know'],['Bullet For My Valentine'],/home/dhanush/Music/MusicClassify/anger/Last To Know.mp3,1
146,146,1.39e-05,0.475,0.945,0.0017,5,0.106,-4.863,0,0.0887,154.011,4,4,['Anger And Apathy'],['As I Lay Dying'],/home/dhanush/Music/MusicClassify/anger/Anger And Apathy.mp3,1
147,147,0.000246,0.375,0.985,0.0,8,0.07,-2.7539999999999996,1,0.0936,94.46799999999999,4,5,['Hand of Blood'],['Bullet for My Valentine'],/home/dhanush/Music/MusicClassify/anger/Hand of Blood.mp3,1
148,148,0.007909999999999999,0.5329999999999999,0.9670000000000001,0.0,1,0.336,-2.543,1,0.0995,142.018,4,6,['Hero'],['Skillet'],/home/dhanush/Music/MusicClassify/anger/Skillet - Hero.mp3,1
149,149,0.00034700000000000003,0.44,0.9109999999999999,0.0017399999999999998,1,0.18899999999999997,-4.228,1,0.0678,150.02700000000002,4,7,['The Change'],['Evanescence'],/home/dhanush/Music/MusicClassify/anger/03 The Change.mp3,1
150,150,0.0045899999999999995,0.285,0.9079999999999999,2.25e-06,7,0.0955,-3.9989999999999997,0,0.195,168.233,4,8,['Cries in Vain'],['Bullet for My Valentine'],/home/dhanush/Music/MusicClassify/anger/Cries in Vain.mp3,1
151,151,9999.0,9999.0,9999.0,9999.0,9999,9999.0,9999.0,9999,9999.0,9999.0,9999,9,['Too West Coast (ft. WC & Maylay)'],['Ice Cube'],/home/dhanush/Music/MusicClassify/anger/Ice Cube - Too West Coast (ft. WC & Maylay).mp3,1
152,152,9.42e-05,0.41200000000000003,0.927,0.085,5,0.358,-2.8819999999999997,1,0.0554,91.01899999999999,4,10,['Punch Me I Bleed'],['Children of Bodom'],/home/dhanush/Music/MusicClassify/anger/Punch Me I Bleed.mp3,1
153,153,9999.0,9999.0,9999.0,9999.0,9999,9999.0,9999.0,9999,9999.0,9999.0,9999,11,"[""I Won't See You Tonight, Pt. 2""]",['Avenged Sevenfold'],"/home/dhanush/Music/MusicClassify/anger/I Won't See You Tonight, Pt. 2.mp3",1
154,154,0.000359,0.44799999999999995,0.875,0.00109,2,0.255,-5.446000000000001,0,0.0666,92.53,4,12,['Unholy Confessions'],['Avenged Sevenfold'],/home/dhanush/Music/MusicClassify/anger/Unholy Confessions.mp3,1
155,155,1.51e-05,0.496,0.9840000000000001,0.514,7,0.0363,-3.447,1,0.0809,114.941,4,13,['In Your Face'],['Children Of Bodom'],/home/dhanush/Music/MusicClassify/anger/In Your Face.mp3,1
156,156,0.00061,0.475,0.866,0.006540000000000001,2,0.0807,-5.647,0,0.051,139.99200000000002,4,14,['Clairvoyant Disease'],['Avenged Sevenfold'],/home/dhanush/Music/MusicClassify/anger/Clairvoyant Disease.mp3,1
157,157,7.159999999999999e-05,0.428,0.972,0.0736,2,0.0787,-1.9980000000000002,0,0.0666,118.306,4,15,['Hallowed Be Thy Name'],['Cradle Of Filth'],/home/dhanush/Music/MusicClassify/anger/Hallowed Be Thy Name.mp3,1
158,158,6.24e-05,0.363,0.8190000000000001,0.14400000000000002,10,0.10099999999999999,-7.146,1,0.043,164.75,4,16,['And All Things Will End'],['Avenged Sevenfold'],/home/dhanush/Music/MusicClassify/anger/And All Things Will End.mp3,1
159,159,9999.0,9999.0,9999.0,9999.0,9999,9999.0,9999.0,9999,9999.0,9999.0,9999,17,['Oops I Did It Again!'],['Children of Bodom'],/home/dhanush/Music/MusicClassify/anger/Oops!..I did it Again.mp3,1
160,160,3.289999999999999e-05,0.264,0.982,0.0345,2,0.245,-5.774,1,0.0942,115.944,4,18,['Eternal Rest'],['Avenged Sevenfold'],/home/dhanush/Music/MusicClassify/anger/Eternal Rest.mp3,1
161,161,0.0229,0.7120000000000001,0.902,0.0,0,0.0562,-4.204,1,0.218,85.991,4,19,['Going Through Changes'],['Eminem'],/home/dhanush/Music/MusicClassify/anger/06-eminem-going_through_changes.mp3,1
162,162,0.000174,0.42100000000000004,0.8959999999999999,0.039,5,0.32299999999999995,-5.696000000000001,0,0.10300000000000001,174.065,4,20,['Watercolour'],['Pendulum'],/home/dhanush/Music/MusicClassify/anger/03 Watercolour.mp3,1
163,163,0.0238,0.578,0.909,0.0,8,0.258,-3.798,1,0.2,74.985,4,21,['Sink or Swim'],['Falling in Reverse'],/home/dhanush/Music/MusicClassify/anger/Sink Or Swim.mp3,1
164,164,9999.0,9999.0,9999.0,9999.0,9999,9999.0,9999.0,9999,9999.0,9999.0,9999,22,['Shooting Guns'],['50 Cent'],/home/dhanush/Music/MusicClassify/anger/05 - Shooting Guns (www.SongsLover.com).mp3,1
165,165,9999.0,9999.0,9999.0,9999.0,9999,9999.0,9999.0,9999,9999.0,9999.0,9999,23,['Desecrate Through Reverance'],['Avenged Sevenfold'],/home/dhanush/Music/MusicClassify/anger/Desecrate Through Reverance.mp3,1
166,166,0.00066,0.462,0.905,0.0402,0,0.0839,-3.825,0,0.0438,122.925,3,24,['Nymphetamine'],['Cradle Of Filth'],/home/dhanush/Music/MusicClassify/anger/Nymphetamine.mp3,1
167,167,5.44e-06,0.43799999999999994,0.98,0.046,1,0.0845,-4.204,1,0.179,107.505,4,25,['Condemned'],['As I Lay Dying'],/home/dhanush/Music/MusicClassify/anger/Condemned.mp3,1
168,168,0.0431,0.64,0.9570000000000001,0.0,8,0.0789,-2.336,1,0.0741,134.99200000000002,4,26,['Monster'],['Skillet'],/home/dhanush/Music/MusicClassify/anger/Skillet - Monster.mp3,1
169,169,0.004229999999999999,0.381,0.997,6.77e-06,2,0.0917,-3.033,0,0.213,127.91,4,27,['Her Ghost in the Fog'],['Cradle of Filth'],/home/dhanush/Music/MusicClassify/anger/Her Ghost in the Fog.mp3,1
170,170,6.28e-05,0.37,0.981,0.00225,5,0.331,-3.2960000000000003,1,0.0633,155.17700000000002,4,28,['Beast and the Harlot'],['Avenged Sevenfold'],/home/dhanush/Music/MusicClassify/anger/Beast and the Harlot.mp3,1
171,171,1e-05,0.47700000000000004,0.981,0.0226,6,0.125,-3.8569999999999998,0,0.134,134.941,4,29,['Anodyne Sea'],['As I Lay Dying'],/home/dhanush/Music/MusicClassify/anger/Anodyne Sea.mp3,1
172,172,3.96e-05,0.342,0.9259999999999999,0.6829999999999999,7,0.18600000000000003,-6.313,0,0.0939,147.313,4,30,['From The Cradle To Enslave'],['Cradle Of Filth'],/home/dhanush/Music/MusicClassify/anger/From the Cradle to Enslave.mp3,1
173,173,0.000121,0.255,0.99,8.71e-05,2,0.35100000000000003,-3.12,1,0.0927,195.85299999999998,4,31,['Eye Of The Storm'],['Bullet For My Valentine'],/home/dhanush/Music/MusicClassify/anger/Eye Of The Storm.mp3,1
174,174,0.00037999999999999997,0.35200000000000004,0.99,6.31e-06,1,0.0371,-4.276,1,0.165,195.91099999999997,4,32,['We Stitch These Wounds'],['Black Veil Brides'],/home/dhanush/Music/MusicClassify/anger/02 We Stitch These Wounds.mp3,1
175,175,0.000304,0.371,0.978,0.0,3,0.37,-4.188,1,0.0873,199.84099999999998,4,33,['The Plot To Bomb The Panhandle'],['A Day To Remember'],/home/dhanush/Music/MusicClassify/anger/The Plot To Bomb The Panhandle.mp3,1
176,176,1.22e-05,0.294,0.986,0.541,0,0.11800000000000001,-4.947,0,0.096,184.983,4,34,['Second Heartbeat'],['Avenged Sevenfold'],/home/dhanush/Music/MusicClassify/anger/Second Heartbeat.mp3,1
177,177,0.00022999999999999998,0.41600000000000004,0.9309999999999999,0.106,11,0.321,-5.206,0,0.0473,160.043,4,35,['Forgive Me Father (I Have Sinned)'],['Cradle of Filth'],/home/dhanush/Music/MusicClassify/anger/Forgive Me Father (I Have Sinned).mp3,1
178,178,0.000386,0.39399999999999996,0.748,0.21600000000000003,4,0.665,-9.845,0,0.0414,94.964,4,36,['Waking the Fallen'],['Avenged Sevenfold'],/home/dhanush/Music/MusicClassify/anger/Waking the Fallen.mp3,1
179,179,0.0294,0.445,0.885,0.0,2,0.6729999999999999,-3.475,0,0.23600000000000002,105.53299999999999,4,37,['Pick Up the Phone'],['Falling in Reverse'],/home/dhanush/Music/MusicClassify/anger/Pick Up The Phone.mp3,1
180,180,4.29e-06,0.495,0.9670000000000001,0.235,6,0.106,-5.7410000000000005,1,0.0686,114.044,4,38,['The Blinding Of False Light'],['As I Lay Dying'],/home/dhanush/Music/MusicClassify/anger/The Blinding Of False Light.mp3,1
181,181,7.72e-05,0.428,0.9490000000000001,0.0112,7,0.20600000000000002,-6.882999999999999,1,0.0584,89.71,4,39,['Remenissions'],['Avenged Sevenfold'],/home/dhanush/Music/MusicClassify/anger/Remenissions.mp3,1
182,182,7.26e-06,0.45899999999999996,0.956,0.205,8,0.28600000000000003,-2.9960000000000004,1,0.0536,96.0,4,40,['Are You Dead Yet?'],['Children of Bodom'],/home/dhanush/Music/MusicClassify/anger/Are You Dead Yet.mp3,1
183,183,0.00118,0.212,0.9690000000000001,0.000162,0,0.114,-3.6639999999999997,0,0.12300000000000001,91.523,4,41,['Hearts Burst Into Fire'],['Bullet For My Valentine'],/home/dhanush/Music/MusicClassify/anger/Hearts Burst Into Fire.mp3,1
184,184,0.000135,0.32799999999999996,0.9520000000000001,0.0279,2,0.287,-3.903,1,0.13,104.316,4,42,['An Epic of Time Wasted'],['Avenged Sevenfold'],/home/dhanush/Music/MusicClassify/anger/An Epic of Time Wasted.mp3,1
185,185,0.0012,0.345,0.9740000000000001,3.0299999999999998e-05,2,0.36200000000000004,-3.221,0,0.0607,175.02700000000002,4,43,['Burn It Down'],['Avenged Sevenfold'],/home/dhanush/Music/MusicClassify/anger/Burn It Down.mp3,1
186,186,4.56e-06,0.439,0.985,0.0452,6,0.0917,-4.042,1,0.13699999999999998,115.006,4,44,['The Plague'],['As I Lay Dying'],/home/dhanush/Music/MusicClassify/anger/The Plague.mp3,1
187,187,9999.0,9999.0,9999.0,9999.0,9999,9999.0,9999.0,9999,9999.0,9999.0,9999,45,['Niggas Be Scheming'],['50 Cent'],/home/dhanush/Music/MusicClassify/anger/02 - Niggas Be Scheming (www.SongsLover.com).mp3,1
188,188,1.99e-05,0.444,0.9790000000000001,0.00112,7,0.425,-5.409,1,0.166,151.999,4,46,['Upside Down Kingdom'],['As I Lay Dying'],/home/dhanush/Music/MusicClassify/anger/Upside Down Kingdom.mp3,1
189,189,9999.0,9999.0,9999.0,9999.0,9999,9999.0,9999.0,9999,9999.0,9999.0,9999,47,['I Need A Doctor'],"['Dr. Dre ft Eminem, Skylar Grey']",/home/dhanush/Music/MusicClassify/anger/Dr-Dre-ft-Eminem-Skylar-Grey--I-Need-Doctor.mp3,1
190,190,0.000256,0.589,0.8809999999999999,0.0,0,0.327,-4.62,1,0.0666,129.95,4,48,['The Downfall Of Us All'],['A Day To Remember'],/home/dhanush/Music/MusicClassify/anger/The DownFall Of Us ALL.mp3,1
191,191,1.9600000000000002e-05,0.47100000000000003,0.986,0.785,8,0.147,-2.88,1,0.0575,100.03,4,49,['Bastards of Bodom'],['Children of Bodom'],/home/dhanush/Music/MusicClassify/anger/Bastards Of Bodom.mp3,1
192,192,6.25e-06,0.20600000000000002,0.961,0.271,7,0.15,-6.011,0,0.0897,106.514,3,50,['The Only Constant Is Change'],['As I Lay Dying'],/home/dhanush/Music/MusicClassify/anger/The Only Constant Is Change.mp3,1
193,193,0.00010800000000000001,0.574,0.925,0.0659,10,0.214,-5.422999999999999,0,0.0336,135.011,4,51,['Temptation'],['Cradle of Filth'],/home/dhanush/Music/MusicClassify/anger/Temptation.mp3,1
194,194,0.0346,0.368,0.871,0.0,2,0.0599,-3.395,0,0.106,84.585,4,52,['Raised By Wolves'],['Falling in Reverse'],/home/dhanush/Music/MusicClassify/anger/Raised By Wolves.mp3,1
195,195,0.00787,0.5710000000000001,0.929,0.0,11,0.13,-2.627,0,0.0878,121.98299999999999,4,53,['What You Want'],['Evanescence'],/home/dhanush/Music/MusicClassify/anger/01 What You Want.mp3,1
196,196,0.000181,0.355,0.988,5.28e-06,0,0.0423,-2.6069999999999998,0,0.0886,102.10799999999999,4,54,['End Of Days'],['Bullet For My Valentine'],/home/dhanush/Music/MusicClassify/anger/End Of Days.mp3,1
197,197,1.52e-05,0.272,0.9420000000000001,0.00218,6,0.619,-4.877,1,0.14400000000000002,90.875,4,55,['Vacancy'],['As I Lay Dying'],/home/dhanush/Music/MusicClassify/anger/Vacancy.mp3,1
198,198,3.76e-05,0.49,0.975,0.42700000000000005,7,0.48700000000000004,-3.3480000000000003,1,0.129,130.0,4,56,['Living Dead Beat'],['Children of Bodom'],/home/dhanush/Music/MusicClassify/anger/Living Dead Beat.mp3,1
199,199,0.000299,0.507,0.953,0.00035299999999999996,0,0.278,-3.217,1,0.0986,96.04299999999999,4,57,['No Control'],['Bullet for My Valentine'],/home/dhanush/Music/MusicClassify/anger/No Control.mp3,1
200,200,1.3000000000000001e-05,0.162,0.965,0.0029100000000000003,7,0.294,-4.29,1,0.20600000000000002,182.03799999999998,4,58,['Without Conclusion'],['As I Lay Dying'],/home/dhanush/Music/MusicClassify/anger/Without Conclusion.mp3,1
201,201,0.000168,0.41700000000000004,0.992,9.82e-05,7,0.319,-2.9789999999999996,1,0.0876,98.22,4,59,['Disappear'],['Bullet For My Valentine'],/home/dhanush/Music/MusicClassify/anger/Disappear.mp3,1
202,202,5.2600000000000005e-05,0.546,0.903,0.0801,5,0.192,-7.303,1,0.0509,125.03399999999999,4,60,['Radiant Eclipse'],['Avenged Sevenfold'],/home/dhanush/Music/MusicClassify/anger/Radiant Eclipse.mp3,1
203,203,3.79e-05,0.479,0.941,0.1,2,0.126,-6.2829999999999995,0,0.0446,95.999,4,61,['Chapter Four'],['Avenged Sevenfold'],/home/dhanush/Music/MusicClassify/anger/Chapter Four.mp3,1
204,204,7.66e-06,0.462,0.983,0.652,7,0.348,-3.148,1,0.0577,100.024,4,62,['Next In Line'],['Children of Bodom'],/home/dhanush/Music/MusicClassify/anger/Next In Line.mp3,1
205,205,0.0149,0.5479999999999999,0.855,0.0,3,0.127,-3.266,1,0.151,145.13299999999998,4,63,['The Drug In Me is You'],['Falling in Reverse'],/home/dhanush/Music/MusicClassify/anger/The Drug In Me Is You.mp3,1
206,206,0.00022200000000000003,0.377,0.902,0.00555,0,0.397,-5.305,1,0.0776,156.123,4,64,['Forever And Always'],['Bullet For My Valentine'],/home/dhanush/Music/MusicClassify/anger/Forever And Always.mp3,1
207,207,3.87e-06,0.267,0.99,0.307,4,0.22699999999999998,-3.137,0,0.0948,96.76799999999999,4,65,['Breaking Their Hold'],['Avenged Sevenfold'],/home/dhanush/Music/MusicClassify/anger/Breaking Their Hold.mp3,1
208,208,0.0907,0.7290000000000001,0.9079999999999999,0.0,8,0.27899999999999997,-4.345,1,0.27899999999999997,92.399,4,66,['On Fire'],['Eminem'],/home/dhanush/Music/MusicClassify/anger/03-eminem-on_fire.mp3,1
209,209,9999.0,9999.0,9999.0,9999.0,9999,9999.0,9999.0,9999,9999.0,9999.0,9999,67,"[""I Won't See You Tonight, Pt. 1""]",['Avenged Sevenfold'],"/home/dhanush/Music/MusicClassify/anger/I Won't See You Tonight, Pt. 1.mp3",1
210,210,0.0079,0.237,0.802,0.0,0,0.0875,-4.585,0,0.0607,169.968,4,68,['Curses'],['Bullet for My Valentine'],/home/dhanush/Music/MusicClassify/anger/Curses.mp3,1
211,211,0.000248,0.541,0.968,8.28e-06,0,0.423,-4.129,1,0.0396,125.04,4,69,['Bat Country'],['Avenged Sevenfold'],/home/dhanush/Music/MusicClassify/anger/Bat Country.mp3,1
212,212,0.000198,0.457,0.9690000000000001,0.0,8,0.0853,-2.9560000000000004,1,0.0876,98.11399999999999,4,70,['Just Another Star'],['Bullet for My Valentine'],/home/dhanush/Music/MusicClassify/anger/Just Another Star.mp3,1
213,213,9999.0,9999.0,9999.0,9999.0,9999,9999.0,9999.0,9999,9999.0,9999.0,9999,71,['Stop Crying'],['50 Cent'],/home/dhanush/Music/MusicClassify/anger/11 - Stop Crying (www.SongsLover.com).mp3,1
